Taxon Id	Common name	Scientific name	Parent	Rank
101665		Anomalurus sp.	2623273	species
101666		Idiurus	101663	genus
101667	Long-eared scaly-tailed flying squirrel	Idiurus macrotis	101666	species
101668		Zenkerella	101663	genus
101669	Cameroon scaly-tail	Zenkerella insignis	101668	species
101670		Napaeozapus	98659	genus
101671	Woodland jumping mouse	Napaeozapus insignis	101670	species
101672		Eozapus	98659	genus
101673	Chinese jumping mouse	Eozapus setchuanus	101672	species
101674		Heteromyinae	10015	subfamily
101675		Heteromys	101674	genus
101676	Gaumer's spiny pocket mouse	Heteromys gaumeri	101675	species
101841		Chlorocebus aethiops aethiops	9534	subspecies
101848		Lobodon	9709	genus
101849	Crabeater seal	Lobodon carcinophaga	101848	species
102108	crowned guenon	Cercopithecus pogonias	9533	species
102233	Javan rhinoceros	Rhinoceros sondaicus	9808	species
103582	Commerson's dolphin	Cephalorhynchus commersonii	27607	species
103583	Heaviside's dolphin	Cephalorhynchus heavisidii	27607	species
103584	Long-beaked common dolphin	Delphinus capensis	9727	species
103585	Arabian common dolphin	Delphinus capensis tropicalis	9727	species
103586	Peale's dolphin	Lagenorhynchus australis	27609	species
103587	Hourglass dolphin	Lagenorhynchus cruciger	27609	species
103588	Northern right whale dolphin	Lissodelphis borealis	27612	species
103589	Clymene dolphin	Stenella clymene	9734	species
103590	Atlantic spotted dolphin	Stenella frontalis	9734	species
103591		Feresa	9726	genus
103592	Pygmy killer whale	Feresa attenuata	103591	species
103593		Lagenodelphis	9726	genus
103594	Fraser's dolphin	Lagenodelphis hosei	103593	species
103595		Peponocephala	9726	genus
103596	Melon-headed whale	Peponocephala electra	103595	species
103597		Sotalia	9726	genus
103598	Gray dolphin	Sotalia fluviatilis	103597	species
103599		Sousa	9726	genus
103600	Indo-pacific humpbacked dolphin	Sousa chinensis	103599	species
103776		Neomys teres	52813	species
104113		Nesolagus	9979	genus
104114	Sumatran rabbit	Nesolagus netscheri	104113	species
104120		Nesolagus sp. WCSLAO0035	2639891	species
104121		Nesolagus sp. WCSLAO0036	2639891	species
104122		Nesolagus sp. WCSLAO0050	2639891	species
104298	Giant kangaroo rat	Dipodomys ingens	10016	species
105147	Bushy-tailed woodrat	Neotoma cinerea	42407	species
105148	Goldman's woodrat	Neotoma goldmani	42407	species
105149	Mexican woodrat	Neotoma mexicana	42407	species
105150	Southern plains woodrat	Neotoma micropus	42407	species
105199	Dusky-footed woodrat	Neotoma fuscipes	42407	species
105255	Banner-tailed kangaroo rat	Dipodomys spectabilis	10016	species
105273	Asian particolored bat	Vespertilio sinensis	59484	species
105295	Japanese pipistrelle	Pipistrellus abramus	27671	species
105296	Large Japanese field mouse	Apodemus speciosus	10128	species
105297	Korean field mouse	Apodemus peninsulae	10128	species
105298	Himalayan field mouse	Apodemus gurkha	10128	species
105299	Taiwan field mouse	Apodemus semotus	10128	species
105687		Erinaceus ecaudatus	9364	species
105688		Micropotamogale	176112	genus
105689	Nimba otter shrew	Micropotamogale lamottei	105688	species
106102		Juscelinomys	40141	genus
106105		Urotrichus	9373	genus
106106	Japanese shrew mole	Urotrichus talpoides	106105	species
106109		Akodon aff. cursor	10069	species
106110	Lindbergh's grass mouse	Akodon lindberghi	10069	species
106112	Montane grass mouse	Akodon montensis	10069	species
106113	Caparao grass mouse	Akodon mystax	10069	species
106114	Serrado Mar grass mouse	Akodon serrensis	10069	species
106282		Diplothrix	39107	genus
106283	Ryukyu long-tailed giant rat	Diplothrix legata	106282	species
106342		Deomys	326408	genus
106343	Congo forest mouse	Deomys ferrugineus	106342	species
106344		Dendromus	40143	genus
106345	chestnut climbing mouse	Dendromus mystacalis	106344	species
106346		Saccostomus	40142	genus
106347		Saccostomus sp.	247997	species
106348		Myospalacinae	337664	subfamily
106349		Myospalax	106348	genus
106350		Myospalax sp.	2644169	species
106398		Papio cynocephalus cynocephalus	9556	subspecies
107264		Calomyscus bailwardi	10132	species
107265	Emin's giant pouched rat	Cricetomys emini	10084	species
107266	Bastard big-footed mouse	Macrotarsomys bastardi	52802	species
107267	Eastern red forest rat	Nesomys audeberti	52811	species
107268	Tiny fat mouse	Steatomys parvus	81633	species
107269		Brachytarsomys	52801	genus
107270	White-tailed rat	Brachytarsomys albicauda	107269	species
107271		Brachyuromys	52801	genus
107272	Betsileo short-tailed rat	Brachyuromys betsileoensis	107271	species
107273		Eliurus	52801	genus
107274	Ellerman's tufted-tailed rat	Eliurus ellermani	107273	species
107275		Gymnuromys	52801	genus
107276	Voalavoanala	Gymnuromys roberti	107275	species
107277		Petromyscinae	337673	subfamily
107278		Petromyscus	107277	genus
107279	Pygmy rock mouse	Petromyscus collinus	107278	species
107281	Gregarious short-tailed rat	Brachyuromys ramirohitra	107271	species
107282	Grandidier's tufted-tailed rat	Eliurus grandidieri	107273	species
107283	Major's tufted-tailed rat	Eliurus majori	107273	species
107284	Lesser tufted-tailed rat	Eliurus minor	107273	species
107285	Dormouse tufted-tailed rat	Eliurus myoxinus	107273	species
107286	Tanala tufted-tailed rat	Eliurus tanala	107273	species
107287	Webb's tufted-tailed rat	Eliurus webbi	107273	species
107288		Monticolomys koopmani	108518	species
108082		Nycticebus sp.	2646861	species
108144	Texas kangaroo rat	Dipodomys elator	10016	species
108145	Nelson's kangaroo rat	Dipodomys nelsoni	10016	species
108146	Phillips's kangaroo rat	Dipodomys phillipsii	10016	species
108148		Microdipodops	38662	genus
108149	Dark kangaroo mouse	Microdipodops megacephalus	108148	species
108516		Voalavo	52801	genus
108517		Voalavo gymnocaudus	108516	species
108518		Monticolomys	52801	genus
108582	Desert pocket gopher	Geomys arenarius	13544	species
108586	Tropical pocket gopher	Geomys tropicalis	13544	species
108587		Geomys personatus personatus	35659	subspecies
108589		Geomys texensis bakeri	72448	subspecies
108590		Geomys texensis llanensis	72448	subspecies
108591		Geomys texensis texensis	72448	subspecies
108848	Maule tuco-tuco	Ctenomys maulinus	33551	species
108849	Para spiny rat	Proechimys oris	10162	species
108852	Lowland paca	Cuniculus paca	723807	species
108853		Abrocomidae	33550	family
108854		Abrocoma	108853	genus
108855	Bennett's chinchilla rat	Abrocoma bennettii	108854	species
108856		Dinomyidae	33550	family
108857		Dinomys	108856	genus
108858	Pacarana	Dinomys branickii	108857	species
109227		Trinomys gratiosus	42826	species
109228		Trinomys gratiosus bonafidei	109227	subspecies
109229		Trinomys gratiosus gratiosus	109227	subspecies
109294	Leaf deer	Muntiacus putaoensis	9885	species
109295	Roosevelt muntjac	Muntiacus rooseveltorum	9885	species
109296	Giant muntjac	Muntiacus vuquangensis	9885	species
109297		Elaphodus	34877	genus
109298	Tufted deer	Elaphodus cephalophus	109297	species
109335	White-spined Atlantic spiny rat	Trinomys albispinus	42826	species
109336	Yonenaga's Atlantic spiny rat	Trinomys yonenagae	42826	species
109337		Trinomys setosus denigratus	43323	subspecies
109338		Trinomys setosus setosus	43323	subspecies
109339		Trinomys sp. ML110	2617615	species
109340		Trinomys sp. EDH33	2617615	species
109473	Blind mole	Talpa caeca	9374	species
109474	Bicoloured white-toothed shrew	Crocidura leucodon	36801	species
109475	Etruscan shrew	Suncus etruscus	9377	species
109476	Mediterranean horsehoe bat	Rhinolophus euryale	49442	species
109477	Long-fingered bat	Myotis capaccinii	9434	species
109478	Brandt's bat	Myotis brandtii	9434	species
109479	Whiskered bat	Myotis mystacinus	9434	species
109480	Geoffroy's bat	Myotis emarginatus	9434	species
109481	Natterer's bat	Myotis nattereri	9434	species
109482	Lesser mouse-eared bat	Myotis blythii	9434	species
109483	Grey long-eared bat	Plecotus austriacus	27673	species
109484		Hypsugo	9431	genus
109485	Savi's pipistrelle	Hypsugo savii	109484	species
109676	Kazbeg birch mouse	Sicista kazbegica	52906	species
109677	Afghan mouse-like hamster	Calomyscus mystax	10132	species
109678	Roborovski's desert hamster	Phodopus roborovskii	10043	species
109680		Otomys	39107	genus
109681	Angoni vlei rat	Otomys angoniensis	109680	species
110931	Philippine flying lemur	Cynocephalus volans	9456	species
110938	Cape serotine bat	Laephotis capensis	258926	species
110939		Emballonura	461394	genus
110940	Peters's sheath-tailed bat	Emballonura atrata	110939	species
110941	Commerson's roundleaf bat	Macronycteris commersoni	2603868	species
110942	Solomons flying fox	Pteropus rayneri	9401	species
110943		Taphozous sp.	2622826	species
111173	Somali galago	Galago gallarum	9462	species
111174	Zanzibar galago	Galagoides zanzibaricus	89671	species
111428	large mole	Mogera robusta	62294	species
111451		Mesechinus	30577	genus
111452	Daurian hedgehog	Mesechinus dauuricus	111451	species
111837	Singing vole	Microtus miurus	10053	species
111838	Creeping vole	Microtus oregoni	10053	species
111839	Woodland vole	Microtus pinetorum	10053	species
111840	Water vole	Microtus richardsoni	10053	species
111841	Townsend's vole	Microtus townsendii	10053	species
112018	Woolly hare	Lepus oiostolus	9980	species
112019		Lepus oiostolus oiostolus	112018	subspecies
112020		Lepus oiostolus qinghaiensis	112018	subspecies
112021	Manchurian hare	Lepus mandshuricus	9980	species
112022	Chinese hare	Lepus sinensis	9980	species
112046		Peromyscus beatae sacarensis	99538	subspecies
112225		Malacomys	39107	genus
112226	Big-eared swamp rat	Malacomys longipes	112225	species
112261	Desert bighorn sheep	Ovis canadensis nelsoni	37174	subspecies
112262		Ovis canadensis canadensis	37174	subspecies
112503	dwarf bharal	Pseudois schaeferi	59541	species
112849	Azara's tuco-tuco	Ctenomys azarae	33551	species
112850	Bonetto's tuco-tuco	Ctenomys bonettoi	33551	species
112851		Ctenomys juris	33551	species
112852	Mottled tuco-tuco	Ctenomys latro	33551	species
112853	furtive tuco-tuco	Ctenomys occultus	33551	species
112854		Ctenomys pundti	33551	species
112856	Scaglia's tuco-tuco	Ctenomys scagliai	33551	species
112857	Robust tuco-tuco	Ctenomys tuconax	33551	species
112858	Tucuman tuco-tuco	Ctenomys tucumanus	33551	species
113116	Camas pocket gopher	Thomomys bulbivorus	10011	species
113271		Petrodromus	28735	genus
113272	Four-toed elephant shrew	Petrodromus tetradactylus	113271	species
113275	Short-snouted elephant shrew	Elephantulus brachyrhynchus	28736	species
113276	Bushveld elephant shrew	Elephantulus intufi	28736	species
113277	Eastern rock elephant shrew	Elephantulus myurus	28736	species
113278	western rock elephant shrew	Elephantulus rupestris	28736	species
113357	Baird's shrew	Sorex bairdi	9379	species
114227	Bridled nail-tailed wallaby	Onychogalea fraenata	65625	species
114228		Spilocuscus	9335	genus
114229	Black-spotted cuscus	Spilocuscus rufoniger	114228	species
114409	Altai mole	Talpa altaica	9374	species
114410		Euroscaptor	9373	genus
114413	Insular mole	Mogera insularis	62294	species
114414	Sado mole	Mogera tokudae	62294	species
114415	Lesser Japanese mole	Mogera imaizumii	62294	species
116058		Mus musculus brevirostris	10090	subspecies
116960		Ursus arctos horribilis	9644	subspecies
116961	Kodiak bear	Ursus arctos middendorffi	9644	subspecies
116962		Callicebus sp.	2627897	species
117601		Miniopterus orianae bassanii	2291841	subspecies
117602		Miniopterus schreibersii blepotis	9433	subspecies
117603	Eastern bent-winged bat	Miniopterus orianae oceanensis	2291841	subspecies
117604	Northern bent-winged bat	Miniopterus orianae	9433	subspecies
117605	Little bent-winged bat	Miniopterus australis	9432	species
118643	Peruvian spider monkey	Ateles chamek	9506	species
118644		Ateles belzebuth marginatus	9507	subspecies
118647		Ateles geoffroyi panamensis	9509	subspecies
118648		Ateles geoffroyi vellerosus	9509	subspecies
118649		Ateles geoffroyi yucatanensis	9509	subspecies
118796		Lipotes	119500	genus
118797	Yangtze river dolphin	Lipotes vexillifer	118796	species
118798	Ganges river dolphin	Platanista gangetica	48750	species
118852	Antillean ghost-faced bat	Mormoops blainvillei	59459	species
118853	MacLeay's mustached bat	Pteronotus macleayii	59475	species
118854	Sooty mustached bat	Pteronotus quadridens	59475	species
118855	Big naked-backed bat	Pteronotus gymnonotus	59475	species
118856	Wagner's mustached bat	Pteronotus personatus	59475	species
118857		Andalgalomys	40141	genus
118858	Olrog's chaco mouse	Andalgalomys olrogi	118857	species
118859	Pearson's chaco mouse	Andalgalomys pearsoni	118857	species
118860		Andinomys	40141	genus
118861	Andean mouse	Andinomys edax	118860	species
118862	Andean gerbil mouse	Eligmodontia puerulus	56220	species
118863		Graomys	40141	genus
118864	Pale leaf-eared mouse	Graomys domorum	118863	species
118865	Gray leaf-eared mouse	Graomys griseoflavus	118863	species
119500		Lipotidae	9722	family
119561		Sylvicapra	9952	genus
119562	Grey duiker	Sylvicapra grimmia	119561	species
119563		Colomys	39107	genus
119564	African water rat	Colomys goslingi	119563	species
119565	delectable soft-furred mouse	Praomys delectorum	10111	species
119566		Taterillus	10045	genus
119628		Ateles sp. haplotype Abh9	120432	species
119629		Ateles sp. haplotype Abh10	120432	species
119630		Ateles sp. haplotype Abh11	120432	species
119631		Ateles sp. haplotype Agsubspp. 16	120432	species
119632		Ateles sp. haplotype Afr19	120432	species
119633		Ateles sp. haplotype Afr20	120432	species
119634		Ateles sp. haplotype Afr21	120432	species
119638		Ateles sp. haplotype Abh19	120432	species
119639		Ateles sp. haplotype Agp13	120432	species
119640		Ateles sp. haplotype Afr27	120432	species
119814	Roig's chaco mouse	Andalgalomys roigi	118857	species
119815		Salinomys	40141	genus
119816	Delicate mouse	Salinomys delicatus	119815	species
119817		Tapecomys	40141	genus
119818	Leaf-eared mouse	Tapecomys primus	119817	species
119825	skunks	Mephitidae	379584	family
119909	Gudali zebu	Bos indicus gudali	9915	subspecies
120088		Aotus azarai azarai	30591	subspecies
120432		unclassified Ateles	9506	no rank
120734	golden bandicoot	Isoodon auratus	37888	species
120735	western barred bandicoot	Perameles bougainville	9343	species
120736		Isoodon auratus barrowensis	120734	subspecies
120737		Isoodon macrourus macrourus	37698	subspecies
120738		Isoodon macrourus moresbyensis	37698	subspecies
120739		Isoodon obesulus peninsulae	65612	subspecies
120740		Isoodon obesulus obesulus	65612	subspecies
120741		Isoodon obesulus nauticus	65612	subspecies
120742		Isoodon obesulus affinis	65612	subspecies
120743		Isoodon fusciventer	37888	species
121123	Bolivian red howler monkey	Alouatta sara	9499	species
121561	red rock rat	Aethomys chrysophilus	61151	species
121563		Arvicanthis neumanni	61153	species
121564	West African shaggy rat	Dasymys rufulus	71172	species
121565	Buffoon striped grass mouse	Lemniscomys macculus	54110	species
121566	Single-striped grass mouse	Lemniscomys rosalia	54110	species
121567	Typical striped grass mouse	Lemniscomys striatus	54110	species
121568		Lemniscomys zebra	54110	species
121569		Mastomys huberti	30639	species
121570	Southern African vlei rat	Otomys irroratus	109680	species
121572		Rhabdomys	39107	genus
121573	Four-striped grass mouse	Rhabdomys pumilio	121572	species
121574		Pelomys	39107	genus
121575	bell groove-toothed swamp rat	Pelomys campanae	121574	species
121576	creek groove-toothed swamp rat	Pelomys fallax	121574	species
121577		Parotomys	39107	genus
121578	Brants's whistling rat	Parotomys brantsii	121577	species
121579	Littledale's whistling rat	Parotomys littledalei	121577	species
121580		Mylomys	39107	genus
121581	African groove-toothed rat	Mylomys dybowskii	121580	species
121582		Millardia	39107	genus
121583	Soft-furred rat	Millardia meltada	121582	species
121584		Golunda	39107	genus
121585	Indian bush rat	Golunda ellioti	121584	species
121586		Desmomys	39107	genus
121587	Harrington's rat	Desmomys harringtoni	121586	species
121588	African thicket rats	Grammomys	39107	genus
121589		Grammomys sp.	2636249	species
122200		Arvicanthis sp. Kyambura	2636980	species
122201		Grammomys sp. Berega	2636249	species
122204		Arvicanthis sp. Koumbala	2636980	species
122219		Hapalemur griseus griseus	13557	subspecies
122220		Hapalemur griseus alaotrensis	13557	subspecies
122221		Hapalemur griseus occidentalis	13557	subspecies
122222	Golden bamboo lemur	Hapalemur aureus	13556	species
122224		Eulemur fulvus albocollaris	13515	subspecies
122225	Sanford's brown lemur	Eulemur sanfordi	13513	species
122229		Propithecus verreauxi verreauxi	34825	subspecies
122230	Milne-Edwards's sportive lemur	Lepilemur edwardsi	9452	species
122231	Golden-brown mouse lemur	Microcebus ravelobensis	13149	species
122232	Brown mouse lemur	Microcebus rufus	13149	species
122245		Avahi	30599	genus
122246	Eastern woolly lemur	Avahi laniger	122245	species
122247		Allocebus	30615	genus
122248	Hairy-eared dwarf lemur	Allocebus trichotis	9459	species
122272	Squirrel glider	Petaurus norfolcensis	34898	species
122273	mahogany glider	Petaurus gracilis	34898	species
122387		Perameles nasuta pallescens	9344	subspecies
122388	golden-mantled tamarin	Leontocebus tripartitus	2681187	species
122765	Silvered leaf-monkey	Trachypithecus cristatus	54136	species
122953	pouched mouse	Saccostomus campestris	106346	species
123371		Tachyoryctes sp.	2618128	species
123784	Buller's chipmunk	Tamias bulleri	13712	species
123785	Gray-collared chipmunk	Tamias cinereicollis	13712	species
123786	Durango chipmunk	Tamias durangae	13712	species
123787	Merriam's chipmunk	Tamias merriami	13712	species
123788	California chipmunk	Tamias obscurus	13712	species
123789	Palmer's chipmunk	Tamias palmeri	13712	species
123790	Panamint chipmunk	Tamias panamintinus	13712	species
123791	Long-eared chipmunk	Tamias quadrimaculatus	13712	species
123792	Red-tailed chipmunk	Tamias ruficaudus	13712	species
123793	Hopi chipmunk	Tamias rufus	13712	species
123794	Allen's chipmunk	Tamias senex	13712	species
123795	Sonoma chipmunk	Tamias sonomae	13712	species
123796	Townsend's chipmunk	Tamias townsendii	13712	species
123797	Uinta chipmunk	Tamias umbrinus	13712	species
123799		Capra aegagrus cretica	9923	subspecies
123852	Yellow-cheeked chipmunk	Tamias ochrogenys	13712	species
123853	Siskiyou chipmunk	Tamias siskiyou	13712	species
123901		Gazella sp.	2643555	species
123933		Gazella gazella muscatensis	69302	subspecies
123934	sand gazelle	Gazella subgutturosa marica	59529	subspecies
123940		Euryoryzomys emmonsae	511942	species
123941	Big-headed rice rat	Euryoryzomys russatus	511942	species
124745	Townsend's big-eared bat	Corynorhinus townsendii	233861	species
124746	Argentine brown bat	Eptesicus furinalis	29077	species
124747	Black bonneted bat	Eumops auripendulus	27618	species
124748		Harpiocephalus	9431	genus
124749	Hairy-winged bat	Harpiocephalus harpia	124748	species
124750	Waterhouse's leaf-nosed bat	Macrotus waterhousii	9418	species
124751		Molossus rufus	27621	species
124752	Riparian myotis	Myotis riparius	9434	species
124753	Big free-tailed bat	Nyctinomops macrotis	27625	species
124754		Rhinopomatidae	30560	family
124755		Rhinopoma	124754	genus
124756	Lesser mouse-tailed bat	Rhinopoma hardwickii	124755	species
124757		Thyropteridae	30560	family
124758		Thyroptera	124757	genus
124759	Spix's disk-winged bat	Thyroptera tricolor	124758	species
126064	ashy chinchilla rat	Abrocoma cinerea	108854	species
126149		Lagidium viscacia cuvieri	84623	subspecies
126150		Lagidium viscacia viscacia	84623	subspecies
126282	Ryukyu flying fox	Pteropus dasymallus	9401	species
126284		Caluromyinae	9265	subfamily
126285		Caluromysiops	126284	genus
126286	Black-shouldered opossum	Caluromysiops irrupta	126285	species
126287		Didelphinae	9265	subfamily
126288		Gracilinanus	126287	genus
126289	Brazilian gracile mouse opossum	Gracilinanus microtarsus	126288	species
126291		Lestodelphys	126287	genus
126292	Patagonian opossum	Lestodelphys halli	126291	species
126294	Little rufous mouse opossum	Marmosa lepida	2747332	species
126295	Murine mouse opossum	Marmosa murina	2747334	species
126296	White-bellied slender mouse opossum	Marmosops noctivagus	42721	species
126298	Delicate slender mouse opossum	Marmosops parvidens	42721	species
126299	Emilia's short-tailed opossum	Monodelphis emiliae	13615	species
126301	pallid fat-tailed opossum	Thylamys pallidior	91501	species
126317	Pacific water shrew	Sorex bendirii	9379	species
126318	Ornate shrew	Sorex ornatus	9379	species
126319	Fog shrew	Sorex sonomae	9379	species
126320	New Mexico shrew	Sorex neomexicanus	9379	species
126352		Abrocoma bennettii bennettii	108855	subspecies
126404		Myotis cf. punicus	9434	species
126478		Kobus kob kob	59530	subspecies
126479		Kobus kob thomasi	59530	subspecies
126574		Myotis myotis myotis	51298	subspecies
126576		Myotis blythii blythii	109482	subspecies
126593		Megaladapis	30614	genus
126594		Megaladapis sp.	2620125	species
127459		Petaurista petaurista melanotus	55157	subspecies
127500	Finlayson's squirrel	Callosciurus finlaysonii	64663	species
127501	black-striped squirrel	Callosciurus nigrovittatus	64663	species
127559		Anourosorex	183663	genus
127560	Chinese mole shrew	Anourosorex squamipes	127559	species
127582	Florida manatee	Trichechus manatus latirostris	9778	subspecies
128105	Cayenne spiny rat	Proechimys guyannensis	10162	species
128106	Cuvier's spiny rat	Proechimys cuvieri	10162	species
128149		Sylvisorex	183662	genus
128150	Johnston's forest shrew	Sylvisorex johnstoni	128149	species
128151	Greater forest shrew	Sylvisorex ollula	128149	species
128432	Mountain brushtail possum	Trichosurus caninus	9336	species
128983		Juscelinomys huanchacae	106102	species
129222	Aders' duiker	Leucocephalophus adersi	3033998	species
